項目物理名,項目論理名,ドメイン物理名,ドメイン論理名,データ型,全体桁数,小数桁数,コンディション物理名,コンディション論理名,備考,登録担当者,登録日付,更新担当者,更新時間
"TORIHIKI_TEISI_RIYU_SYOUSAI","取引_停止_理由_詳細","","","N","150","0","","","","lpa00","2008/07/10 12:07:33","lpa00","2008/07/10 12:07:33"
"TORIHIKI_ZYOUKEN","取引_条件","","","X","4","0","","","","sis02","2008/04/24 16:45:48","sis02","2008/04/24 16:45:48"
"TORIHIKI_ZYOUKEN_BIKOU","取引_条件_備考","","","N","40","0","","","","lpa01","2008/06/10 13:38:29","lpa01","2008/06/10 13:38:29"
"TORIHIKI_ZYOUKEN_CD","取引_条件_コード","TORIHIKI_ZYOUKEN_CD","取引条件コード","X","4","0","","","","lpa01","2008/04/24 14:37:04","wt02","2009/10/30 15:55:08"
"TORIHIKI_ZYOUKEN_CD_1","取引_条件_コード_１","TORIHIKI_ZYOUKEN_CD","取引条件コード","X","4","0","","","","lpa01","2008/12/02 21:05:55","wt02","2009/10/30 15:55:08"
"TORIHIKI_ZYOUKEN_CD_2","取引_条件_コード_２","TORIHIKI_ZYOUKEN_CD","取引条件コード","X","4","0","","","","lpa01","2008/12/02 21:06:16","wt02","2009/10/30 15:55:08"
"TORIHIKI_ZYOUKEN_NM","取引_条件_名称","","","N","40","0","","","","lpa01","2008/04/24 14:38:45","fsol10","2008/07/15 14:25:05"
"TORIKAWASI_BI","取交_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"TORIKESI_KANOU_KBN","取消_可能_区分","","","X","1","0","","","","sis05","2008/07/11 17:36:54","sis05","2008/07/11 17:36:54"
"TORIKESI_KBN","取消_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:26","sis01","2008/04/25 12:14:26"
"TORIKESI_KENSU","取消_件数","","","9","3","0","","","","lpa02","2008/05/30 17:13:17","lpa02","2008/05/30 17:13:17"
"TORIKESI_KIHYOU_KBN","取消_起票_区分","","","X","1","0","","","","fsol10","2008/07/16 09:21:03","fsol10","2008/07/16 09:21:03"
"TORIKESI_SUMI_KBN","取消_済_区分","","","X","1","0","","","","fsol07","2011/01/25 19:44:35","fsol07","2011/01/25 19:44:35"
"TORIKOMI_KBN","取込_区分","","","X","1","0","","","","base08","2008/12/05 16:44:39","base08","2008/12/05 16:44:39"
"TORIKOMI_SINSEI_SYUBETU","取込_申請_種別","","","X","1","0","","","","fsol12","2011/01/18 19:17:24","fsol07","2011/01/19 17:36:13"
"TORIMODOSI_KANOU_KAISOU_SU","取戻_可能_回送_数","","","9","2","0","","","","fsol09","2008/07/15 10:20:23","fsol10","2008/07/15 18:45:39"
"TOSOU_KANKEI_KINGAKU","塗装_関係_金額","","","9","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"TOTAL_COUNTER","トータル_カウンター","","","9","12","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"TOUGETU_CALC_KINGAKU","当月_計算_金額","KINGAKU8","金額8","9","8","0","","","","sis01","2008/04/25 12:14:28","wt02","2009/10/30 15:55:51"
"TOUGETU_HASSEIHIYOU_TAX","当月_発生費用_消費税","KINGAKU8","金額8","9","8","0","","","","base01","2008/11/19 10:30:35","wt02","2009/10/30 15:57:23"
"TOUGETU_HENPIN_KIN12","当月_返品_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_NEBIKI","当月_値引","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_NOUHIN_HONSU","当月_納品_本数","","","9","9","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_NOUHIN_KIN12","当月_納品_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_NOUHINZI_NEBIKI","当月_納品時_値引","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_NYUKIN_KIN12","当月_入金_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_OKAIAGE_KIN12","当月_お買上げ_金額12","","","9","12","0","","","","fsol10","2011/01/13 16:08:58","fsol10","2011/01/13 16:08:58"
"TOUGETU_SEIKYU_KIN12","当月_請求_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_SEIKYUZI_NEBIKI","当月_請求時_値引","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_TAX","当月_消費税","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_TESURYOU","当月_手数料","KINGAKU8","金額8","9","8","0","","","","sis05","2008/07/02 10:22:47","wt02","2009/10/30 15:57:23"
"TOUGETU_TESURYOU_GOUKEI","当月_手数料_合計","KINGAKU12","金額12","9","12","0","","","","base01","2008/11/10 10:44:17","wt02","2009/10/30 15:57:48"
"TOUGETU_TESURYOU_TAX","当月_手数料_消費税","KINGAKU8","金額8","9","8","0","","","","base01","2008/11/19 10:28:05","wt02","2009/10/30 15:57:23"
"TOUGETU_TORIHIKI_KIN12","当月_取引_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_TYOUSEI_NEBIKI","当月_調整_値引","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_URIKAKE_ZAN12","当月_売掛_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUGETU_ZAN12","当月_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"TOUITU_ZYOUKEN_HOSOKU","統一_条件_補足","","","N","8","0","","","","lpa01","2008/06/11 14:11:43","lpa01","2008/06/11 14:11:43"
"TOUITU_ZYOUKEN_NM","統一_条件_名称","","","N","60","0","","","","lpa01","2008/04/24 14:55:11","lpa01","2008/06/11 14:12:06"
"TOUITU_ZYOUKEN_NO","統一_条件_番号","","","9","2","0","","","","lpa00","2008/05/08 10:36:11","lpa00","2008/05/08 10:36:11"
"TOUKI_SYOUKYAKU_KIN10","当期_償却_金額10","","","9","10","0","","","","fsol07","2011/01/26 09:24:50","fsol07","2011/01/26 09:24:50"
"TOUROKU_BI","登録_日","YYYYMMDD","年月日8","X","8","0","","","","lpa00","2008/07/11 16:26:28","wt02","2009/10/30 15:58:32"
"TOUROKU_BUSYO_CD","登録_部署_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"TOUROKU_DT","登録_日時","DATETIME14","日時14","X","14","0","","","","fsol10","2008/07/15 13:36:50","wt02","2009/10/30 15:59:20"
"TOUROKU_HONTAI_KIN10","登録_本体_金額10","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"TOUROKU_KBN","登録_区分","","","X","2","0","","","","lpa01","2008/05/14 15:45:43","lpa01","2008/05/14 15:45:43"
"TOUROKU_MISYU_TANKA","登録_未収_単価","","","9","8","2","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"TOUROKU_NO","登録_番号","","","X","12","0","","","","fsol05","2010/10/07 19:23:41","fsol12","2010/12/17 11:06:44"
"TOUROKU_SAKI_KBN","登録_先_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"TOUROKU_SAKI_KBN_NM","登録_先_区分_名称","","","N","20","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"TOUROKU_SUMI_KBN","登録_済_区分","","","X","1","0","","","","fsol12","2011/03/17 14:53:36","fsol12","2011/03/17 14:53:36"
"TOUROKU_SYORI_KBN","登録_処理_区分","","","X","1","0","","","","lpa00","2008/07/11 16:09:35","lpa00","2008/07/11 16:09:35"
"TOUROKU_TOK_CD","登録_得意先_コード","","","X","7","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"TOUROKU_TOK_NM_RYAKU","登録_得意先_名称_略","","","N","30","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"TUIKA","追加","","","9","1","0","","","","fsol10","2008/05/09 11:46:11","fsol10","2008/05/09 11:46:11"
"TUIKA_KABUSOKU_KIN12","追加_過不足_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"TUIKA_SAGYOU_RYOUKIN","追加_作業_料金","","","9","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"TUKI_BETU_URI_HOSOKU","月_別_売上_補足","","","N","18","0","","","","lpa00","2008/07/10 11:10:16","lpa00","2008/07/10 11:10:16"
"TUNEN_WARIHURI_SHN","通年_割振_商品","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"TURISEN_KARIBARAI_KIN12","釣銭_仮払_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"TURISEN_KIN12","釣銭_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"TURISEN_KINGAKU","釣銭_金額","","","9","6","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"TURISEN_SET_KIN12","釣銭_セット_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"TUSIN_TEZYUN","通信_手順","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"TUTI_DEL_SEIGYO_KBN","通知_削除_制御_区分","","","X","1","0","","","","fsol22","2010/12/02 19:37:26","fsol22","2010/12/02 19:38:26"
"TUTI_HIDUKE","通知_日付","YYYYMMDD","年月日8","X","8","0","","","","wt03","2008/05/19 14:32:15","wt02","2009/10/30 16:00:12"
"TUTI_ID","通知_ＩＤ","","","X","5","0","","","","wt03","2008/08/08 15:48:26","wt03","2008/10/06 11:55:15"
"TUTI_KENSU","通知_件数","","","9","5","0","","","","wt03","2008/05/19 14:39:01","wt03","2008/10/06 11:56:48"
"TUTI_MOTO_BUSYO_CD","通知_元_部署_コード","BUSYO_CD","部署コード","X","5","0","","","","wt03","2008/08/08 15:50:17","wt02","2009/10/30 16:00:44"
"TUTI_NAIYOU","通知_内容","","","N","60","0","","","","wt03","2008/05/19 14:20:13","wt03","2008/10/06 11:57:14"
"TUTI_SAKI_BUSYO_CD","通知_先_部署_コード","BUSYO_CD","部署コード","X","5","0","","","","wt03","2008/08/08 15:49:31","wt02","2009/10/30 16:03:37"
"TUTI_SAKI_TANTOU_SYA_CD","通知_先_担当_者_コード","SYAIN_CD","社員コード","X","7","0","","","","wt03","2008/08/08 16:28:38","wt02","2009/10/30 16:04:20"
"TYOIKI","町域","","","N","256","0","","","","fsol09","2008/12/17 08:52:57","fsol09","2009/03/03 09:28:34"
"TYOKUHAN_KOTEI_HT_NAIYOU_KBN","直販_固定_ＨＴ_内容_区分","","","X","3","0","","","","fsol10","2010/12/09 13:47:43","fsol10","2010/12/09 13:50:44"
"TYOKUHAN_RYOUKIN","直販_料金","","","9","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"TYOKUHAN_SYOKI_HT_NAIYOU_KBN","直販_初期_ＨＴ_内容_区分","","","X","3","0","","","","fsol10","2010/12/09 13:49:02","fsol10","2010/12/09 13:50:26"
"TYOUAI_KBN","帳合_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"TYOUAI_SIHA_KBN","帳合_支払_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"TYOUHYOU_ID","帳票_ＩＤ","","","X","8","0","","","","base00","2008/11/20 11:29:31","base00","2008/11/20 11:29:31"
"TYOUHYOU_KBN","帳票_区分","","","X","2","0","","","","fsol07","2008/06/03 13:56:05","fsol07","2008/06/03 13:56:51"
"TYOUHYOU_NM","帳票_名称","","","N","40","0","","","","base00","2008/11/20 11:32:28","base00","2008/11/20 11:32:28"
"TYOUHYOU_OUT_NAIYOU","帳票_出力_内容","","","X","1","0","","","","fsol23","2011/03/04 13:25:47","fsol23","2011/03/04 13:27:09"
"TYOUHYOU_OUT_NO","帳票_出力_番号","","","9","4","0","","","","lpa02","2008/08/21 13:56:52","lpa02","2008/08/21 13:56:52"
"TYOUHYOU_OUT_SUMI_KBN","帳票_出力_済_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"TYOUHYOU_SAKUSEI_BI","帳票_作成_日","","","X","8","0","","","","base00","2009/03/27 13:54:50","base00","2009/03/27 13:54:50"
"TYOUHYOU_SAKUSEI_ZIKOKU","帳票_作成_時刻","","","X","6","0","","","","base00","2009/03/27 13:55:12","base00","2009/03/27 13:55:12"
"TYOUKA_KIKAN_KBN","超過_期間_区分","","","X","1","0","","","","fsol10","2011/01/13 18:35:53","fsol10","2011/01/13 18:35:53"
"TYOUKI_MAEBKIN_HIYOU_ZANDAKA","長期_前払金_費用_残高","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/21 10:43:46"
"TYOUKI_MAEBKIN_KIN10","長期_前払金_金額10","","","9","10","0","","","","fsol07","2011/01/26 11:47:22","fsol07","2011/01/26 11:47:22"
"TYOUSEI_KBN_HYOUZI","調整_区分_表示","","","N","4","0","","","","fsol12","2011/03/17 15:14:46","fsol12","2011/03/17 15:14:46"
"TYOUSEI_KIN10","調整_金額10","","","9","10","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"TYOUSEI_KIN12","調整_金額12","","","9","12","0","","","","fsol12","2011/01/25 21:02:04","fsol12","2011/01/25 21:02:04"
"TYOUSEI_KIN12_GOUKEI","調整_金額12_合計","","","9","12","0","","","","fsol12","2011/01/25 21:10:30","fsol12","2011/01/25 21:10:30"
"TYOUSEI_KINGAKU","調整_金額","KINGAKU8","金額8","9","8","0","","","","sis01","2008/04/25 12:14:27","wt02","2009/10/30 16:05:10"
"TYOUSEI_NEBIKI","調整_値引","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"TYOUSEI_NEBIKI_UTIZEI","調整_値引_内税","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"TYOUSEI_RIYU","調整_理由","","","N","14","0","","","","sis05","2008/07/02 10:34:07","base09","2008/12/05 13:53:09"
"TYUKAN_HOUKOKU_BI","中間_報告_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"TYUKAN_HOUKOKU_RIYU","中間_報告_理由","","","N","40","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"TYUMON_IN_KBN","注文_入力_区分","","","X","1","0","","","","fsol10","2008/07/16 10:55:24","fsol10","2008/07/16 10:55:24"
"TYUSYUTU_TAISYOU","抽出_対象","","","X","1","0","","","","fsol12","2011/03/04 18:04:11","fsol12","2011/03/04 18:04:11"
"TYUSYUTU_YM","抽出_年月","","","X","6","0","","","","fsol10","2011/01/11 22:22:25","fsol10","2011/01/11 22:22:25"
"TYUSYUTU_ZYOUKEN_KBN","抽出_条件_区分","","","X","1","0","","","","fsol10","2011/01/11 23:27:59","fsol10","2011/01/11 23:27:59"
"UKEBARAI_BATCH_UPDATE_DT","受払_バッチ_更新_日時","","","X","17","0","","","","fsol10","2011/01/04 20:22:17","fsol10","2011/01/04 20:22:17"
"UKEBARAI_GAMEN_UPDATE_DT","受払_画面_更新_日時","","","X","17","0","","","","fsol10","2011/01/04 20:21:54","fsol10","2011/01/04 20:21:54"
"UKEIRE_GENKIN_FROM_KOUZA","受入_現金_ＦＲＯＭ_口座","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"UKEIRE_GENKIN_GOUKEI","受入_現金_合計","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"UKEIRE_GENKIN_HAIKIN","受入_現金_配金","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"UKEIRE_GENKIN_RISOKU","受入_現金_利息","","","9","10","0","","","","fsol12","2011/03/17 16:08:53","fsol12","2011/03/17 16:08:53"
"UKEIRE_GENKIN_TO_KOUZA","受入_現金_ＴＯ_口座","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"UKEIRE_KOUZA_GOUKEI","受入_口座_合計","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"UKEIRE_KOUZA_HAIKIN","受入_口座_配金","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"UKEIRE_KOUZA_RISOKU","受入_口座_利息","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"UKETORI_BI","受取_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"UKETUKE_ZI_TC_SAGYOU_KAISYA_CD","受付_時_ＴＣ_作業_会社_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"UKETUKE_ZI_TC_SAGYOU_TANTOU_CD","受付_時_ＴＣ_作業_担当_コード","","","X","7","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"UMU_KBN","有無_区分","","","X","1","0","","","","fsol05","2009/04/13 14:52:57","fsol05","2009/04/13 14:52:57"
"UNSOU_GYOUSYA_CD","運送_業者_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"UPDATE","更新","","","F","0","0","","","","sis01","2008/05/12 15:17:13","sis01","2008/05/12 15:17:13"
"UPDATE_BI","更新_日","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"UPDATE_SIME_KBN","更新_締_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"UPDATE_SIME_YMD","更新_締_年月日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"UPDATE_TANTOU_BUSYO_CD","更新_担当_部署_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"UPDATE_TANTOU_BUSYO_NM_RYAKU","更新_担当_部署_名称_略","","","N","20","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"UPDATE_TANTOU_SYAIN_CD","更新_担当_社員_コード","","","X","7","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"UPDATE_TANTOU_SYAIN_NM","更新_担当_社員_名称","","","N","30","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"URAGAKI_KBN","裏書_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"URAGAKI_KBN_NM","裏書_区分_名称","","","N","4","0","","","","fsol10","2011/01/04 15:47:07","fsol10","2011/01/04 15:47:07"
"URI_BI","売上_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"URI_BI_FROM","売上_日_ＦＲＯＭ","","","X","8","0","","","","fsol10","2011/01/11 10:34:06","fsol10","2011/01/11 10:34:06"
"URI_BI_TO","売上_日_ＴＯ","","","X","8","0","","","","fsol10","2011/01/11 10:35:00","fsol10","2011/01/11 10:35:00"
"URI_GATUKI_1","売上_月期_１","MM","月2","X","2","0","","","","lpa00","2008/07/11 11:42:55","wt02","2009/10/30 16:06:47"
"URI_GATUKI_2","売上_月期_２","","","X","2","0","","","","lpa00","2008/07/11 11:43:18","lpa01","2008/09/11 11:19:45"
"URI_GATUKI_3","売上_月期_３","","","X","2","0","","","","lpa00","2008/07/11 11:43:50","lpa01","2008/09/11 11:19:50"
"URI_GETUGAKU_1","売上_月額_１","","","9","9","0","","","","lpa00","2008/07/11 11:44:51","lpa00","2008/07/11 11:44:51"
"URI_GETUGAKU_2","売上_月額_２","","","9","9","0","","","","lpa00","2008/07/11 11:45:11","lpa00","2008/07/11 11:45:11"
"URI_GETUGAKU_3","売上_月額_３","","","9","9","0","","","","lpa00","2008/07/11 11:45:29","lpa00","2008/07/11 11:45:29"
"URI_HONSU","売上_本数","","","9","6","0","","","","sis01","2008/04/25 12:14:28","base01","2008/11/10 13:01:46"
"URI_HOUKOKU_BI","売上_報告_日","DD","日2","X","2","0","","","","lpa01","2008/05/30 17:32:29","wt02","2009/10/30 16:07:25"
"URI_HOUKOKU_BI_HOSOKU","売上_報告_日_補足","","","N","8","0","","","","lpa01","2008/06/10 13:42:33","lpa01","2008/06/10 13:42:33"
"URI_HOUKOKU_IN_KBN","売上_報告_入力_区分","","","9","1","0","","","","sis02","2008/06/30 15:49:14","sis02","2008/06/30 15:49:14"
"URI_HOUKOKU_KBN","売上_報告_区分","","","X","1","0","","","","lpa01","2008/05/26 13:30:58","lpa01","2008/05/26 13:30:58"
"URI_HOUKOKU_KBN_NM","売上_報告_区分_名称","","","N","20","0","","","","base01","2009/02/26 14:32:06","base01","2009/02/26 14:32:06"
"URI_HOUKOKU_TAX_KBN","売上_報告_消費税_区分","","","X","1","0","","","","fsol07","2011/02/16 18:28:51","fsol07","2011/02/16 18:31:31"
"URI_KANRI_KBN","売上_管理_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"URI_KBN","売上_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"URI_KEIZYOU_BI","売上_計上_日","","","X","8","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"URI_KIN10","売上_金額10","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"URI_KIN12","売上_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"URI_KINGAKU","売上_金額","KINGAKU8","金額8","9","8","0","","","","sis01","2008/04/25 12:14:28","wt02","2009/10/30 16:08:03"
"URI_SYAIN_CD","売上_社員_コード","","","X","7","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"URI_SYUKEI_KBN","売上_集計_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"URIKAKE_ZAN","売掛_残","","","9","9","0","","","","lpa00","2008/07/10 11:18:55","lpa00","2008/07/10 11:18:55"
"URIKAKE_ZAN12","売掛_残高12","","","9","12","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"URIKIRE_TM","売切_時間","","","9","4","0","","","","sis01","2008/04/25 12:14:28","sis01","2008/04/25 12:14:28"
"URIWATASI_TANKA","売渡_単価","","","9","8","0","","","","fsol05","2009/03/19 15:26:18","fsol05","2009/03/19 15:26:18"
"USER_KAIHOUIKI_1","ユーザ_開放域_１","","","N","64","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"USER_KAIHOUIKI_2","ユーザ_開放域_２","","","N","64","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"USER_RYOUIKI","ユーザ_領域","","","X","2","0","","","大同薬品工業","fsol20","2009/02/23 22:09:53","fsol20","2009/02/23 22:09:53"
"UTIBAKO_JAN_CD","内箱_ＪＡＮ_コード","JAN_CD","JANコード","X","13","0","","","","sis01","2008/04/25 12:14:28","wt02","2009/10/30 16:08:38"
"UTIWAKE_CD_SIKIBETU_KBN","内訳_コード_識別_区分","","","X","4","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"UTIWAKE_CD_TENSOU_KBN","内訳_コード_転送_区分","","","X","2","0","","","","fsol05","2010/10/07 19:23:41","fsol05","2010/10/07 19:23:41"
"VAL","値","","","N","30","0","","","","wt01","2008/07/29 14:46:09","wt01","2008/07/29 14:46:09"
"VER","バージョン","","","9","10","0","","","","sis01","2008/04/25 12:14:23","sis01","2008/04/25 12:14:23"
"WARIHURI_SHN_KBN","割振_商品_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:24","sis01","2008/04/25 12:14:24"
"WARNING_BACK_COLOR","Ｗａｒｎｉｎｇ_背景_色","","","N","40","0","","","","fsol10","2011/01/11 11:46:54","fsol10","2011/01/11 11:46:54"
"WARNING_MOZI_COLOR","Ｗａｒｎｉｎｇ_文字_色","","","N","40","0","","","","fsol10","2011/01/11 11:47:56","fsol10","2011/01/11 11:47:56"
"WARNING_MSG","Ｗａｒｎｉｎｇ_メッセージ","","","N","240","0","","","","lpa04","2009/10/06 13:49:10","lpa04","2009/10/06 13:49:10"
"WARNING_MSG_ITIRAN","Ｗａｒｎｉｎｇ_メッセージ_一覧","","","N","22","0","","","","lpa04","2009/10/06 16:29:45","lpa04","2009/10/06 16:29:45"
"WF_BATCH_UPDATE_DT","ＷＦ_バッチ_更新_日時","","","X","17","0","","","","fsol10","2011/01/04 19:39:06","fsol10","2011/01/04 19:39:06"
"WF_GAMEN_UPDATE_DT","ＷＦ_画面_更新_日時","","","X","17","0","","","","fsol10","2011/01/04 19:38:43","fsol10","2011/01/04 19:38:43"
"WF_TORIKESI_KBN_NM","ＷＦ_取消_区分_名称","","","N","4","0","","","","fsol10","2011/01/04 19:26:28","fsol10","2011/01/04 19:26:28"
"X_INS_APSERVER_IP","共通_作成_アプリサーバ_ＩＰ","","","N","15","0","","","","sis00","2008/04/24 15:35:11","Administrator","2008/11/18 21:45:26"
"X_INS_CLIENT_IP","共通_作成_クライアント_ＩＰ","","","N","15","0","","","","sis00","2008/04/24 15:33:31","wt01","2008/08/28 21:23:25"
"X_INS_DATETIME","共通_作成_日時","DATETIME17","日時17","X","17","0","","","","sis00","2008/04/24 15:27:21","wt02","2009/10/30 16:10:34"
"X_INS_PG_ID","共通_作成_プログラム_ＩＤ","","","X","8","0","","","","sis00","2008/04/24 15:36:02","wt01","2008/08/28 21:23:25"
"X_INS_USER_ID","共通_作成_ユーザ_ＩＤ","","","X","7","0","","","","sis00","2008/04/24 15:32:25","Administrator","2008/11/18 21:55:36"
"YAKU_CD","役職_コード","YAKU_CD","役職コード","X","3","0","","","","fsol10","2008/04/22 09:29:05","wt02","2009/10/30 16:09:52"
"YAKU_CD_SORT","役職_コード_ソート用","YAKU_CD","役職コード","X","3","0","","","","fsol05","2008/08/12 22:25:22","wt02","2009/10/30 16:09:52"
"YAKU_NM","役職_名称","","","N","40","0","","","","fsol10","2008/04/24 21:43:04","fsol10","2008/07/16 11:06:22"
"YEN_TANI_OUT_KBN","円_単位_出力_区分","","","X","1","0","","","","sis01","2008/04/25 12:14:23","sis01","2008/04/25 12:14:23"
"YH_DENPYOU_NO","薬品_伝票_番号","","","X","8","0","","","大同薬品工業","fsol20","2009/03/06 11:02:29","fsol20","2009/03/06 11:02:29"
"YH_KINGAKU","薬品_金額","","","9","10","0","","","大同薬品工業","fsol20","2009/02/21 11:25:49","fsol20","2009/02/21 11:25:49"
