エンティティ物理名,エンティティ論理名,インデックス物理名,インデックス論理名,インデックスタイプID,エンティティ項目物理名,エンティティ項目論理名,項目順序,登録担当者,登録日付,更新担当者,更新時間
"ZT_KURADASI","蔵出データ","PK_ZT_KURADASI","PK蔵出データ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:26:56"
"ZT_KURADASI","蔵出データ","PK_ZT_KURADASI","PK蔵出データ","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:26:56"
"ZT_OBOEGAKI_INFO_HED","覚書情報テーブル_ヘッダ","PK_ZT_OBOEGAKI_INFO_HED","PK覚書情報テーブル_ヘッダ","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","lpa03","2011/03/18 16:37:23"
"ZT_OBOEGAKI_INFO_MEI","覚書情報テーブル_明細","PK_ZT_OBOEGAKI_INFO_MEI","PK覚書情報テーブル_明細","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:03:59"
"ZT_OBOEGAKI_INFO_MEI","覚書情報テーブル_明細","PK_ZT_OBOEGAKI_INFO_MEI","PK覚書情報テーブル_明細","PK","OBOEGAKI_MEI_NO","覚書_明細_番号","2","fsol07","2011/01/19 14:45:56","fsol07","2011/03/08 20:03:59"
"ZT_OBOEGAKI_KGIRE_LIST","覚書期限切れリストデータ","PK_ZT_OBOEGAKI_KGIRE_LIST","PK覚書期限切れリストデータ","PK","BUSYO_CD","部署_コード","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/15 00:08:50"
"ZT_OBOEGAKI_KGIRE_LIST","覚書期限切れリストデータ","PK_ZT_OBOEGAKI_KGIRE_LIST","PK覚書期限切れリストデータ","PK","OBOEGAKI_NO16","覚書_番号16","2","fsol07","2011/01/25 19:55:35","fsol07","2011/03/15 00:08:50"
"ZT_OBOEGAKI_NAI_HSKIN","覚書内容テーブル（販売奨励金）","PK_ZT_OBOEGAKI_NAI_HSKIN","PK覚書内容テーブル（販売奨励金）","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:09:31"
"ZT_OBOEGAKI_NAI_HSKIN","覚書内容テーブル（販売奨励金）","PK_ZT_OBOEGAKI_NAI_HSKIN","PK覚書内容テーブル（販売奨励金）","PK","OBOEGAKI_EDABAN","覚書_枝番","2","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:09:31"
"ZT_OBOEGAKI_NAI_KRHEN","覚書内容テーブル（関連費援助）","PK_ZT_OBOEGAKI_NAI_KRHEN","PK覚書内容テーブル（関連費援助）","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","lpa03","2011/03/18 16:35:57"
"ZT_OBOEGAKI_NAI_KRHEN","覚書内容テーブル（関連費援助）","PK_ZT_OBOEGAKI_NAI_KRHEN","PK覚書内容テーブル（関連費援助）","PK","OBOEGAKI_EDABAN","覚書_枝番","2","fsol07","2011/01/19 12:22:24","lpa03","2011/03/18 16:35:57"
"ZT_OBOEGAKI_NAI_KYOUTU","覚書内容テーブル（共通用）","PK_ZT_OBOEGAKI_NAI_KYOUTU","PK覚書内容テーブル（共通用）","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:06:31"
"ZT_OBOEGAKI_NAI_KYOUTU","覚書内容テーブル（共通用）","PK_ZT_OBOEGAKI_NAI_KYOUTU","PK覚書内容テーブル（共通用）","PK","OBOEGAKI_EDABAN","覚書_枝番","2","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:06:31"
"ZT_OBOEGAKI_NAI_LSIEN","覚書内容テーブル（ロケ支援等）","PK_ZT_OBOEGAKI_NAI_LSIEN","PK覚書内容テーブル（ロケ支援等）","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:05:10"
"ZT_OBOEGAKI_NAI_LSIEN","覚書内容テーブル（ロケ支援等）","PK_ZT_OBOEGAKI_NAI_LSIEN","PK覚書内容テーブル（ロケ支援等）","PK","OBOEGAKI_EDABAN","覚書_枝番","2","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:05:10"
"ZT_OBOEGAKI_NAI_MEI","覚書内容テーブル_明細","PK_ZT_OBOEGAKI_NAI_MEI","PK覚書内容テーブル_明細","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:04:15"
"ZT_OBOEGAKI_NAI_MEI","覚書内容テーブル_明細","PK_ZT_OBOEGAKI_NAI_MEI","PK覚書内容テーブル_明細","PK","OBOEGAKI_EDABAN","覚書_枝番","2","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:04:15"
"ZT_OBOEGAKI_NAI_SKRBT_HED","覚書内容テーブル（商品拡販リベート）_ヘッダ","PK_ZT_OBOEGAKI_NAI_SKRBT_HED","PK覚書内容テーブル（商品拡販リベート）_ヘッダ","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:06:50"
"ZT_OBOEGAKI_NAI_SKRBT_HED","覚書内容テーブル（商品拡販リベート）_ヘッダ","PK_ZT_OBOEGAKI_NAI_SKRBT_HED","PK覚書内容テーブル（商品拡販リベート）_ヘッダ","PK","OBOEGAKI_EDABAN","覚書_枝番","2","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:06:50"
"ZT_OBOEGAKI_NAI_SKRBT_MEI","覚書内容テーブル（商品拡販リベート）_明細","PK_ZT_OBOEGAKI_NAI_SKRBT_MEI","PK覚書内容テーブル（商品拡販リベート）_明細","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:08:58"
"ZT_OBOEGAKI_NAI_SKRBT_MEI","覚書内容テーブル（商品拡販リベート）_明細","PK_ZT_OBOEGAKI_NAI_SKRBT_MEI","PK覚書内容テーブル（商品拡販リベート）_明細","PK","OBOEGAKI_EDABAN","覚書_枝番","2","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:08:58"
"ZT_OBOEGAKI_NAI_SKRBT_MEI","覚書内容テーブル（商品拡販リベート）_明細","PK_ZT_OBOEGAKI_NAI_SKRBT_MEI","PK覚書内容テーブル（商品拡販リベート）_明細","PK","SHN_CD","商品_コード","3","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:08:58"
"ZT_OBOEGAKI_SIHA","覚書支払データ","PK_ZT_OBOEGAKI_SIHA","PK覚書支払データ","PK","OBOEGAKI_NO16","覚書_番号16","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:04:46"
"ZT_OBOEGAKI_SIHA","覚書支払データ","PK_ZT_OBOEGAKI_SIHA","PK覚書支払データ","PK","OBOEGAKI_EDABAN","覚書_枝番","2","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:04:46"
"ZT_OBOEGAKI_SIHA","覚書支払データ","PK_ZT_OBOEGAKI_SIHA","PK覚書支払データ","PK","SIME_YMD","締_年月日","3","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:04:46"
"ZT_RRBT_ZKN_HED","流通リベート条件テーブル_ヘッダ","PK_ZT_RRBT_ZKN_HED","PK流通リベート条件テーブル_ヘッダ","PK","RYUTU_REBATE_ZYOUKEN_NO","流通_リベート_条件_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:27:54"
"ZT_RRBT_ZKN_MEI1","流通リベート条件テーブル_明細1","PK_ZT_RRBT_ZKN_MEI1","PK流通リベート条件テーブル_明細1","PK","RYUTU_REBATE_ZYOUKEN_NO","流通_リベート_条件_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:28:16"
"ZT_RRBT_ZKN_MEI1","流通リベート条件テーブル_明細1","PK_ZT_RRBT_ZKN_MEI1","PK流通リベート条件テーブル_明細1","PK","MISYU_ZYOUKEN_MEI_NO","未収_条件_明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:28:16"
"ZT_RRBT_ZKN_MEI2","流通リベート条件テーブル_明細2","PK_ZT_RRBT_ZKN_MEI2","PK流通リベート条件テーブル_明細2","PK","RYUTU_REBATE_ZYOUKEN_NO","流通_リベート_条件_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:28:23"
"ZT_RRBT_ZKN_MEI2","流通リベート条件テーブル_明細2","PK_ZT_RRBT_ZKN_MEI2","PK流通リベート条件テーブル_明細2","PK","ETC_ZYOUKEN_MEI_NO","その他_条件_明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:28:23"
"ZT_RYOHI_KARIKIN_ZANDAKA","旅費仮払金残高データ","PK_ZT_RYOHI_KARIKIN_ZANDAKA","PK旅費仮払金残高データ","PK","KARIBARAI_HIDUKE","仮払_日付","1","fsol07","2011/01/19 12:22:25","lpa00","2011/03/24 16:29:22"
"ZT_RYOHI_KARIKIN_ZANDAKA","旅費仮払金残高データ","PK_ZT_RYOHI_KARIKIN_ZANDAKA","PK旅費仮払金残高データ","PK","BUSYO_CD","部署_コード","2","fsol07","2011/01/19 12:22:25","lpa00","2011/03/24 16:29:22"
"ZT_RYOHI_KARIKIN_ZANDAKA","旅費仮払金残高データ","PK_ZT_RYOHI_KARIKIN_ZANDAKA","PK旅費仮払金残高データ","PK","SYAIN_CD","社員_コード","3","fsol07","2011/01/19 12:22:25","lpa00","2011/03/24 16:29:22"
"ZT_RYOHI_KARIKIN_ZANDAKA","旅費仮払金残高データ","PK_ZT_RYOHI_KARIKIN_ZANDAKA","PK旅費仮払金残高データ","PK","SINSEI_NO","申請_番号","4","fsol07","2011/01/19 12:22:25","lpa00","2011/03/24 16:29:22"
"ZT_RYOHI_KARIKIN_ZANDAKA","旅費仮払金残高データ","PK_ZT_RYOHI_KARIKIN_ZANDAKA","PK旅費仮払金残高データ","PK","SIHA_MEI_NO","支払_明細_番号","5","fsol07","2011/01/19 12:22:25","lpa00","2011/03/24 16:29:22"
"ZT_SHN_BETU_NH_GEKKAN_RUI","商品別納品本数月間累積データ","PK_ZT_SHN_BETU_NH_GEKKAN_RUI","PK商品別納品本数月間累積データ","PK","TOK_CD","得意先_コード","1","fsol07","2011/01/23 14:42:46","fsol07","2011/03/08 20:32:05"
"ZT_SHN_BETU_NH_GEKKAN_RUI","商品別納品本数月間累積データ","PK_ZT_SHN_BETU_NH_GEKKAN_RUI","PK商品別納品本数月間累積データ","PK","SIME_YMD","締_年月日","2","fsol07","2011/01/23 14:42:46","fsol07","2011/03/08 20:32:05"
"ZT_SHN_BETU_NH_GEKKAN_RUI","商品別納品本数月間累積データ","PK_ZT_SHN_BETU_NH_GEKKAN_RUI","PK商品別納品本数月間累積データ","PK","SHN_CD","商品_コード","3","fsol07","2011/01/23 14:42:46","fsol07","2011/03/08 20:32:05"
"ZT_SIHA_KAIKEI_REN","支払先会計連携データ","PK_ZT_SIHA_KAIKEI_REN","PK支払先会計連携データ","PK","KAISYA_CD","会社_コード","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 19:55:54"
"ZT_SIHA_KAIKEI_REN","支払先会計連携データ","PK_ZT_SIHA_KAIKEI_REN","PK支払先会計連携データ","PK","SIHA_SAKI_CD","支払_先_コード","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 19:55:54"
"ZT_SIHA_TRKHEN_SINSEI","支払先登録変更申請データ","PK_ZT_SIHA_TRKHEN_SINSEI","PK支払先登録変更申請データ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","lpa00","2011/03/09 09:48:54"
"ZT_TEIZIA_KAIKEI_REN_HED","定時払A会計連携データ_ヘッダ","PK_ZT_TEIZIA_KAIKEI_REN_HED","PK定時払A会計連携データ_ヘッダ","PK","KAISYA_CD","会社_コード","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:10:44"
"ZT_TEIZIA_KAIKEI_REN_HED","定時払A会計連携データ_ヘッダ","PK_ZT_TEIZIA_KAIKEI_REN_HED","PK定時払A会計連携データ_ヘッダ","PK","BUSYO_CD","部署_コード","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:10:44"
"ZT_TEIZIA_KAIKEI_REN_HED","定時払A会計連携データ_ヘッダ","PK_ZT_TEIZIA_KAIKEI_REN_HED","PK定時払A会計連携データ_ヘッダ","PK","SIME_YMD","締_年月日","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:10:44"
"ZT_TEIZIA_KAIKEI_REN_HED","定時払A会計連携データ_ヘッダ","PK_ZT_TEIZIA_KAIKEI_REN_HED","PK定時払A会計連携データ_ヘッダ","PK","SIHA_SAKI_CD","支払_先_コード","4","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:10:44"
"ZT_TEIZIA_KAIKEI_REN_HED","定時払A会計連携データ_ヘッダ","PK_ZT_TEIZIA_KAIKEI_REN_HED","PK定時払A会計連携データ_ヘッダ","PK","SINSEI_NO","申請_番号","5","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:10:44"
"ZT_TEIZIA_KAIKEI_REN_MEI","定時払A会計連携データ_明細","PK_ZT_TEIZIA_KAIKEI_REN_MEI","PK定時払A会計連携データ_明細","PK","KAISYA_CD","会社_コード","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/16 19:58:42"
"ZT_TEIZIA_KAIKEI_REN_MEI","定時払A会計連携データ_明細","PK_ZT_TEIZIA_KAIKEI_REN_MEI","PK定時払A会計連携データ_明細","PK","BUSYO_CD","部署_コード","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/16 19:58:42"
"ZT_TEIZIA_KAIKEI_REN_MEI","定時払A会計連携データ_明細","PK_ZT_TEIZIA_KAIKEI_REN_MEI","PK定時払A会計連携データ_明細","PK","SIME_YMD","締_年月日","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/16 19:58:42"
"ZT_TEIZIA_KAIKEI_REN_MEI","定時払A会計連携データ_明細","PK_ZT_TEIZIA_KAIKEI_REN_MEI","PK定時払A会計連携データ_明細","PK","SIHA_SAKI_CD","支払_先_コード","4","fsol07","2011/01/19 12:22:25","fsol07","2011/03/16 19:58:42"
"ZT_TEIZIA_KAIKEI_REN_MEI","定時払A会計連携データ_明細","PK_ZT_TEIZIA_KAIKEI_REN_MEI","PK定時払A会計連携データ_明細","PK","SINSEI_NO","申請_番号","5","fsol07","2011/01/19 12:22:25","fsol07","2011/03/16 19:58:42"
"ZT_TEIZIA_KAIKEI_REN_MEI","定時払A会計連携データ_明細","PK_ZT_TEIZIA_KAIKEI_REN_MEI","PK定時払A会計連携データ_明細","PK","SEIKYUSYO_KBN","請求書_区分","6","fsol07","2011/01/19 12:22:25","fsol07","2011/03/16 19:58:42"
"ZT_TEIZIA_KAIKEI_REN_MEI","定時払A会計連携データ_明細","PK_ZT_TEIZIA_KAIKEI_REN_MEI","PK定時払A会計連携データ_明細","PK","MEI_NO","明細_番号","7","fsol07","2011/01/19 12:22:25","fsol07","2011/03/16 19:58:42"
"ZT_TEIZIBE_SINSEI_HED","定時ＢＥ申請データ_ヘッダ","PK_ZT_TEIZIBE_SINSEI_HED","PK定時ＢＥ申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:01:27"
"ZT_TEIZIBE_SINSEI_MEI","定時ＢＥ申請データ_明細","PK_ZT_TEIZIBE_SINSEI_MEI","PK定時ＢＥ申請データ_明細","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:32:15"
"ZT_TEIZIBE_SINSEI_MEI","定時ＢＥ申請データ_明細","PK_ZT_TEIZIBE_SINSEI_MEI","PK定時ＢＥ申請データ_明細","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:32:15"
"ZT_TEIZIC_SINSEI_HED","覚書支払申請データ_ヘッダ","PK_ZT_TEIZIC_SINSEI_HED","PK覚書支払申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:11:25"
"ZT_TEIZIC_SINSEI_MEI1","覚書支払申請データ_明細1","PK_ZT_TEIZIC_SINSEI_MEI1","PK覚書支払申請データ_明細1","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:24","lpa00","2011/03/22 09:37:43"
"ZT_TEIZIC_SINSEI_MEI1","覚書支払申請データ_明細1","PK_ZT_TEIZIC_SINSEI_MEI1","PK覚書支払申請データ_明細1","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:24","lpa00","2011/03/22 09:37:43"
"ZT_TEIZIC_SINSEI_MEI2","覚書支払申請データ_明細2","PK_ZT_TEIZIC_SINSEI_MEI2","PK覚書支払申請データ_明細2","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:11:46"
"ZT_TEIZIC_SINSEI_MEI2","覚書支払申請データ_明細2","PK_ZT_TEIZIC_SINSEI_MEI2","PK覚書支払申請データ_明細2","PK","OBOEGAKI_NO16","覚書_番号16","2","fsol07","2011/02/17 14:29:30","fsol07","2011/03/08 20:11:46"
"ZT_TEIZIC_SINSEI_MEI2","覚書支払申請データ_明細2","PK_ZT_TEIZIC_SINSEI_MEI2","PK覚書支払申請データ_明細2","PK","OBOEGAKI_MEI_NO","覚書_明細_番号","3","fsol07","2011/02/17 14:29:30","fsol07","2011/03/08 20:11:46"
"ZT_TEIZIC_SINSEI_MEI3","覚書支払申請データ_明細3","PK_ZT_TEIZIC_SINSEI_MEI3","PK覚書支払申請データ_明細3","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:11:56"
"ZT_TEIZIC_SINSEI_MEI3","覚書支払申請データ_明細3","PK_ZT_TEIZIC_SINSEI_MEI3","PK覚書支払申請データ_明細3","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:24","fsol07","2011/03/08 20:11:56"
"ZT_TEIZIC_SINSEI_MEI3","覚書支払申請データ_明細3","PK_ZT_TEIZIC_SINSEI_MEI3","PK覚書支払申請データ_明細3","PK","KINGAKU_MEI_NO","金額_明細_番号","3","fsol07","2011/02/17 14:23:23","fsol07","2011/03/08 20:11:56"
"ZT_TEIZIH_REN","定時Ｈ連携データ","PK_ZT_TEIZIH_REN","PK定時Ｈ連携データ","PK","SIHA_KBN_CD","支払_区分_コード","1","fsol07","2011/01/25 12:03:56","fsol07","2011/03/08 20:03:15"
"ZT_TEIZIH_REN","定時Ｈ連携データ","PK_ZT_TEIZIH_REN","PK定時Ｈ連携データ","PK","SEIKYU_SIME_YMD","請求_締_年月日","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:03:15"
"ZT_TEIZIH_REN","定時Ｈ連携データ","PK_ZT_TEIZIH_REN","PK定時Ｈ連携データ","PK","TORIHIKI_SAKI_CD","取引_先_コード","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:03:15"
"ZT_TEIZIH_REN","定時Ｈ連携データ","PK_ZT_TEIZIH_REN","PK定時Ｈ連携データ","PK","TAX_RITU3","消費税_率3","4","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:03:15"
"ZT_TEIZIH_SINSEI_HED","定時Ｈ申請データ_ヘッダ","PK_ZT_TEIZIH_SINSEI_HED","PK定時Ｈ申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:02:19"
"ZT_TEIZIH_SINSEI_MEI","定時Ｈ申請データ_明細","PK_ZT_TEIZIH_SINSEI_MEI","PK定時Ｈ申請データ_明細","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:02:49"
"ZT_TEIZIH_SINSEI_MEI","定時Ｈ申請データ_明細","PK_ZT_TEIZIH_SINSEI_MEI","PK定時Ｈ申請データ_明細","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:02:49"
"ZT_TEIZIR_SINSEI_HED","流通リベート支払申請データ_ヘッダ","PK_ZT_TEIZIR_SINSEI_HED","PK流通リベート支払申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","lpa03","2011/03/22 19:13:43"
"ZT_TEIZIR_SINSEI_KANBUN","流通リベート支払申請蔵出数按分データ","PK_ZT_TEIZIR_SINSEI_KANBUN","PK流通リベート支払申請蔵出数按分データ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:12:37"
"ZT_TEIZIR_SINSEI_KANBUN","流通リベート支払申請蔵出数按分データ","PK_ZT_TEIZIR_SINSEI_KANBUN","PK流通リベート支払申請蔵出数按分データ","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:12:37"
"ZT_TEIZIR_SINSEI_KANBUN","流通リベート支払申請蔵出数按分データ","PK_ZT_TEIZIR_SINSEI_KANBUN","PK流通リベート支払申請蔵出数按分データ","PK","TOK_CD","得意先_コード","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:12:37"
"ZT_TEIZIR_SINSEI_MEI1","流通リベート支払申請データ_明細1","PK_ZT_TEIZIR_SINSEI_MEI1","PK流通リベート支払申請データ_明細1","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","lpa03","2011/03/16 19:41:24"
"ZT_TEIZIR_SINSEI_MEI1","流通リベート支払申請データ_明細1","PK_ZT_TEIZIR_SINSEI_MEI1","PK流通リベート支払申請データ_明細1","PK","CHAIN_CD","チェーン_コード","2","fsol07","2011/01/19 12:22:25","lpa03","2011/03/16 19:41:24"
"ZT_TEIZIR_SINSEI_MEI1","流通リベート支払申請データ_明細1","PK_ZT_TEIZIR_SINSEI_MEI1","PK流通リベート支払申請データ_明細1","PK","RYUTU_REBATE_ZYOUKEN_KBN","流通_リベート_条件_区分","3","fsol07","2011/01/19 12:22:25","lpa03","2011/03/16 19:41:24"
"ZT_TEIZIR_SINSEI_MEI2","流通リベート支払申請データ_明細2","PK_ZT_TEIZIR_SINSEI_MEI2","PK流通リベート支払申請データ_明細2","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:12:56"
"ZT_TEIZIR_SINSEI_MEI2","流通リベート支払申請データ_明細2","PK_ZT_TEIZIR_SINSEI_MEI2","PK流通リベート支払申請データ_明細2","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:12:56"
"ZT_TEIZIR_SINSEI_MEI3","流通リベート支払申請データ_明細3","PK_ZT_TEIZIR_SINSEI_MEI3","PK流通リベート支払申請データ_明細3","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:13:06"
"ZT_TEIZIR_SINSEI_MEI3","流通リベート支払申請データ_明細3","PK_ZT_TEIZIR_SINSEI_MEI3","PK流通リベート支払申請データ_明細3","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:13:06"
"ZT_TKSIHA_KHEN_SINSEI_HED","定時固定開始変更申請データ_ヘッダ","PK_ZT_TKSIHA_KHEN_SINSEI_HED","PK定時固定開始変更申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","lpa03","2011/03/18 16:30:18"
"ZT_TKSIHA_KHEN_SINSEI_MEI","定時固定開始変更申請データ_明細","PK_ZT_TKSIHA_KHEN_SINSEI_MEI","PK定時固定開始変更申請データ_明細","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:01:02"
"ZT_TKSIHA_KHEN_SINSEI_MEI","定時固定開始変更申請データ_明細","PK_ZT_TKSIHA_KHEN_SINSEI_MEI","PK定時固定開始変更申請データ_明細","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:01:02"
"ZT_TMYKN_NYUKIN_SINSEI","手持預金入金申請データ","PK_ZT_TMYKN_NYUKIN_SINSEI","PK手持預金入金申請データ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:14:05"
"ZT_TOK_BETU_KURADASI","得意先別蔵出データ","PK_ZT_TOK_BETU_KURADASI","PK得意先別蔵出データ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:27:37"
"ZT_TOK_BETU_KURADASI","得意先別蔵出データ","PK_ZT_TOK_BETU_KURADASI","PK得意先別蔵出データ","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:27:37"
"ZT_TOK_BETU_KURADASI","得意先別蔵出データ","PK_ZT_TOK_BETU_KURADASI","PK得意先別蔵出データ","PK","TOK_CD","得意先_コード","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:27:37"
"ZT_TSSIHA_KHEN_SINSEI_HED","定時請求開始変更申請データ_ヘッダ","PK_ZT_TSSIHA_KHEN_SINSEI_HED","PK定時請求開始変更申請データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","lpa03","2011/03/16 14:05:09"
"ZT_TSSIHA_KHEN_SINSEI_MEI","定時請求開始変更申請データ_明細","PK_ZT_TSSIHA_KHEN_SINSEI_MEI","PK定時請求開始変更申請データ_明細","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","lpa03","2011/03/16 14:05:45"
"ZT_TSSIHA_KHEN_SINSEI_MEI","定時請求開始変更申請データ_明細","PK_ZT_TSSIHA_KHEN_SINSEI_MEI","PK定時請求開始変更申請データ_明細","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","lpa03","2011/03/16 14:05:45"
"ZT_TYOUMAEKANRI_ERR","長期前払金管理データ_エラー","PK_ZT_TYOUMAEKANRI_ERR","PK長期前払金管理データ_エラー","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:21:47"
"ZT_TYOUMAEKANRI_ERR","長期前払金管理データ_エラー","PK_ZT_TYOUMAEKANRI_ERR","PK長期前払金管理データ_エラー","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:21:47"
"ZT_TYOUMAEKANRI_ERR","長期前払金管理データ_エラー","PK_ZT_TYOUMAEKANRI_ERR","PK長期前払金管理データ_エラー","PK","KINGAKU_MEI_NO","金額_明細_番号","3","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:21:47"
"ZT_TYOUMAEKANRI_ERR","長期前払金管理データ_エラー","PK_ZT_TYOUMAEKANRI_ERR","PK長期前払金管理データ_エラー","PK","SIME_YMD","締_年月日","4","fsol07","2011/01/19 12:22:25","fsol07","2011/03/08 20:21:47"
"ZT_TYOUMAEKANRI_HED","長期前払金管理データ_ヘッダ","PK_ZT_TYOUMAEKANRI_HED","PK長期前払金管理データ_ヘッダ","PK","SINSEI_NO","申請_番号","1","fsol07","2011/01/19 12:22:25","fsol07","2011/03/09 18:43:29"
"ZT_TYOUMAEKANRI_HED","長期前払金管理データ_ヘッダ","PK_ZT_TYOUMAEKANRI_HED","PK長期前払金管理データ_ヘッダ","PK","MEI_NO","明細_番号","2","fsol07","2011/01/19 12:22:25","fsol07","2011/03/09 18:43:29"
