コードID,項目順序,表示幅,項目名,キー値順序,名称値順序,検索順序,検索タイプ,ソート順序,開始キー,コントロールID,コントロール名,属性ID,コンディションID,コンディション名,フォーマットID,IMEモードID,IMEモード名,作成者ID,作成日付,更新者ID,更新日付
"納品書明細コードビュー01","3","80","納品書No","0","3","3","2","0","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol20","2009/03/27 22:54:05","fsol20","2009/04/06 10:56:16"
"納品書明細コードビュー01","4","100","支払先コード","0","4","4","2","0","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol20","2009/03/27 22:54:05","fsol20","2009/04/06 10:56:16"
"納品書明細コードビュー01","5","320","支払先名称","0","5","5","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","fsol20","2009/03/27 22:54:05","fsol20","2009/04/06 10:56:16"
"納品書明細コードビュー01","6","80","合計金額","0","6","0","0","0","","","","","","","12","0","","fsol20","2009/03/27 22:54:05","fsol20","2009/04/06 10:56:16"
"納品書明細コードビュー01","7","300","","0","8","0","0","0","","","","","","","00","0","","fsol20","2009/03/27 22:54:05","fsol20","2009/04/06 10:56:16"
"納品書明細コードビュー01","8","70","入力担当者","0","7","6","2","0","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol20","2009/03/27 22:54:05","fsol20","2009/04/06 10:56:16"
"覚書(募金自販機)コードビュー01","1","130","覚書No","1","4","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/09 17:08:34","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","2","130","覚書名","0","5","4","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa01","2008/09/09 17:08:34","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","3","80","支払先コード","0","6","0","0","0","","","","","","","00","0","","lpa01","2008/09/09 17:08:34","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","4","130","支払先名","0","7","0","0","0","","","","","","","00","0","","lpa01","2008/09/09 17:08:34","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","5","90","主管部署コード","0","2","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/09 17:08:34","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","6","130","主管部署名","0","3","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa01","2008/09/09 17:08:34","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","7","600","主管_部署_名称","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/12/16 20:59:26","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","8","0","総括区分","0","8","0","0","0","","","","","","","00","0","","lpa02","2008/09/16 17:07:01","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","9","0","総括区分","0","9","0","0","0","","","","","","","00","0","","lpa02","2008/09/16 17:07:01","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","10","40","締日","0","11","5","2","0","","","","","","","00","0","","lpa01","2008/09/09 17:08:34","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","11","0","支払サイクル","0","10","0","0","0","","","","","","","00","0","","lpa02","2008/09/16 17:07:01","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","12","0","支払サイクル","0","12","0","0","0","","","","","","","00","0","","lpa02","2008/09/16 17:07:01","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","13","0","支払日","0","13","0","0","0","","","","","","","00","0","","lpa02","2008/09/16 17:07:01","lpa03","2009/02/27 16:56:09"
"覚書(募金自販機)コードビュー01","14","0","出力No","0","1","0","0","1","","","","","","","00","0","","lpa01","2008/09/09 17:08:34","lpa03","2009/02/27 16:56:09"
"費目コードビュー01","1","100","覚書費目コード","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","2","250","覚書費目名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","3","0","借方科目コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","4","0","借方細目コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","5","0","貸方科目コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","6","0","貸方細目コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","7","0","覚書支払条件入力区分１","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","8","0","覚書支払条件入力区分２","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","9","0","覚書支払条件入力区分３","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","10","0","覚書支払条件入力区分４","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","11","0","覚書支払条件入力区分５","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","12","0","覚書支払条件入力区分６","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","13","0","覚書支払条件入力区分７","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","14","0","覚書支払条件入力区分８","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"費目コードビュー01","15","10","覚書支払条件入力区分９","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:13:46","lpa00","2011/04/05 13:21:53"
"覚書コードビュー01","1","80","覚書NO","1","2","9","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","2","110","覚書様式","0","1","8","20","0","","CMB","コンボボックス","SB1","COD_OBOEGAKI_YOUSIKI01","覚書様式01","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","3","150","覚書名","0","3","1","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","4","0","明細区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","5","100","明細区分","0","6","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","6","0","登録先区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","7","110","登録先区分","0","7","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","8","80","得意先コード","0","8","11","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","9","150","得意先名","0","9","3","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","10","0","ロケーションコード","0","0","10","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","11","0","ロケーション名","0","0","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","12","80","企業グループコード","0","10","12","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","13","150","企業グループ名","0","11","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","14","80","企業サブグループコード","0","12","13","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","15","150","企業サブグループ名","0","13","5","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","16","80","広域企業コード","0","14","14","1","0","","TXT","テキストボックス","SB1","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","17","150","広域企業名","0","15","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","18","80","主管部署コード","0","16","15","1","0","","TXT","テキストボックス","SB1","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","19","150","主管部署名","0","17","7","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","20","0","出力番号","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","21","100","覚書期間開始日","0","4","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","22","100","覚書期間終了日","0","5","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 14:26:03","lpa00","2011/04/05 13:14:33"
"覚書コードビュー01","23","0","覚書対象日","0","0","16","16","0","","TXT","テキストボックス","D","","","52","3","オフ固定","lpa00","2011/03/22 14:27:43","lpa00","2011/04/05 13:14:33"
"リベート支払条件コードビュー01","1","110","ロケーションコード","1","1","5","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","2","50","明細No","2","3","7","16","2","","TXT","テキストボックス","NA","","","10","2","オフ","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","3","70","協定書No","0","4","0","0","0","","","","","","","00","0","","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","4","80","支払先コード","0","7","0","0","0","","","","","","","00","0","","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","5","100","支払先名","0","8","0","0","0","","","","","","","00","0","","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","6","100","ロケーション名","0","2","6","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","7","80","得意先コード","0","5","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","8","100","得意先名","0","6","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","9","90","管理部署コード","0","0","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"リベート支払条件コードビュー01","10","100","管理部書名","0","0","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa01","2008/09/09 13:21:14","lpa02","2009/02/27 16:43:50"
"旅費仮払社員コードビュー01","1","80","部署コード","0","1","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","2","150","部署名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","3","80","社員コード","1","3","3","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","4","150","社員名","0","4","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","5","80","日付","0","5","0","0","1","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","6","80","金額","0","6","0","0","0","","","","","","","15","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","7","0","旅費種別","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","8","80","旅費種別","0","7","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","9","110","申請番号","0","8","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","10","80","支払_明細_番号","0","9","0","0","0","","","","","","","14","0","","lpa00","2011/03/24 16:28:54","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","11","0","取引日","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","12","0","支払先名","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","13","0","支払明細摘要","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","14","0","科目コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","15","0","細目コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","16","0","消費税区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","17","0","出金区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","18","0","負担部署区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","19","0","得意先コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","20","0","チャネル区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","21","0","画面更新日時","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"旅費仮払社員コードビュー01","22","0","バッチ更新日時","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 15:47:58","lpa00","2011/04/05 13:28:50"
"流通リベート条件コードビュー01","1","120","流通リベート条件NO","1","2","2","1","4","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","2","0","流通リベート条件","0","0","1","20","3","","CMB","コンボボックス","SB1","COD_TEIZIR_ZYOUKEN_KBN01","流通リベート条件区分01","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","3","120","流通リベート条件区分","0","1","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 14:30:06","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","4","100","未収請求元コード","0","3","3","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","5","250","未収請求元名","0","4","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","6","80","チェーンコード","0","5","8","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","7","200","チェーン名","0","6","9","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","8","0","チェーン区分","0","0","10","20","0","","CMB","コンボボックス","SB1","COD_CHAIN_KBN01","チェーン区分01","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","9","100","適用開始日","0","7","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","10","100","適用終了日","0","8","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","11","0","企業１グループコード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","12","0","企業１グループ名","0","0","4","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","13","0","企業１コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","14","0","企業１名","0","0","5","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","15","0","企業２グループコード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","16","0","企業２グループ名","0","0","6","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","17","0","企業２コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"流通リベート条件コードビュー01","18","0","企業２名","0","0","7","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 17:20:49","lpa00","2011/04/05 13:39:46"
"セグメントコードビュー01","1","95","セグメント１コード","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/12/15 17:02:36","lpa02","2009/02/27 16:44:16"
"セグメントコードビュー01","2","95","セグメント２コード","2","2","2","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/12/15 17:02:36","lpa02","2009/02/27 16:44:16"
"セグメントコードビュー01","3","190","セグメント１名","0","3","3","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa01","2008/12/15 17:02:36","lpa02","2009/02/27 16:44:16"
"セグメントコードビュー01","4","190","セグメント２名","0","4","4","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa01","2008/12/15 17:02:36","lpa02","2009/02/27 16:44:16"
"請求先コードビュー01","1","80","請求先コード","1","1","3","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","2","150","請求先名","0","2","4","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","3","0","郵便番号","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","4","0","地区コード","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","5","0","住所","0","0","5","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","6","150","住所１","0","12","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","7","150","住所２","0","13","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","8","150","住所３","0","14","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","9","0","電話番号１","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","10","0","電話番号２","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","11","0","代表者名","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","12","0","総括区分","0","0","6","20","0","","CMB","コンボボックス","SB1","COD_SOUKATU_KBN01","総括区分01","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","13","70","総括区分","0","3","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","14","0","親子計算方法","0","0","7","20","0","","CMB","コンボボックス","SB1","COD_OYAKO_CALC_HOU_KBN01","親子計算方法区分01","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","15","90","親子計算方法","0","4","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:33"
"請求先コードビュー01","16","70","取引条件","0","5","8","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","17","50","納品時","0","6","0","0","0","","","","","","","19","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","18","50","請求時","0","7","0","0","0","","","","","","","19","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","19","50","締日","0","8","0","0","0","","","","","","","10","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","20","0","回収サイクル区分","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","21","0","回収日","0","0","0","0","0","","","","","","","10","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","22","0","回収方法区分","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","23","0","年内請求書発行区分","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","24","70","請求書発行部署コード","0","10","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","25","150","請求書発行部署名","0","11","2","3","0","","TXT","テキストボックス","SN3","","","00","1","オン","lpa01","2008/09/12 16:02:08","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","26","0","税区分","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:06","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","27","70","税区分","0","9","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:07","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","28","0","調整区分","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:07","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","29","0","計算区分","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:07","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","30","0","丸め桁数区分","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:07","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","31","0","丸め区分","0","0","0","0","0","","","","","","","00","0","","lpa02","2008/09/11 12:08:07","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","32","0","画面_更新_日時","0","0","0","0","0","","","","","","","00","0","","lpa01","2008/12/22 10:19:35","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","33","0","バッチ_更新_日時","0","0","0","0","0","","","","","","","00","0","","lpa01","2008/12/22 10:19:35","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","34","10","削除_区分","0","0","9","2","0","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol05","2011/01/11 11:52:33","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","35","10","商品代_請求書_発行_区分","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/01/11 11:52:33","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","36","10","販促代_請求書_発行_区分","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/01/11 11:52:33","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","37","10","商品代_全_出力_区分","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/01/11 11:52:33","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","38","10","販促代_全_出力_区分","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/01/11 11:52:33","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","39","10","フルオペ_預り金_区分","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/02/03 13:52:05","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","40","10","カード_返金_区分","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/02/22 20:23:34","fsol05","2011/02/22 20:23:34"
"請求先コードビュー01","41","10","売上_報告_消費税_区分","0","0","0","0","0","","","","","","","00","0","","fsol05","2011/02/22 20:23:34","fsol05","2011/02/22 20:23:34"
"請求先支払先対応コードビュー01","1","80","請求先コード","1","1","1","1","3","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
"請求先支払先対応コードビュー01","2","220","請求先名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
"請求先支払先対応コードビュー01","3","80","支払先コード","0","3","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/10 16:11:01","lpa00","2011/04/05 13:49:25"
